бараа_дугаар,ангилал,бүлэг,брэнд,одоогийн_үнэ,суурь_үнэ,өртөг,санал_болгох_үнэ,өөрчлөлтийн_дүн,өөрчлөлтийн_хувь,үйлдэл,яаралтай,ашгийн_хувь,ашгийн_ангилал,эрэлтийн_түвшин,сарын_дундаж_тоо,нийт_тоо,идэвхтэй_сар,шалтгаан
Item_3352,Category_70,Group_13,Brand_149,47531,49990,27743,41830,-5701,-12.0,Үнэ бууруулах,Дунд,41.9,Сайн ашиг,Дунд,4.3,39,9,208 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3353,Category_70,Group_13,Brand_149,44020,49990,28549,38740,-5280,-12.0,Үнэ бууруулах,Дунд,36.8,Дунд ашиг,Дунд,6.0,66,11,144 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3354,Category_70,Group_13,Brand_149,21007,21990,12720,18490,-2517,-12.0,Үнэ бууруулах,Дунд,41.5,Сайн ашиг,Дунд,10.5,116,11,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3355,Category_61,Group_13,Brand_148,179482,199990,121639,157940,-21542,-12.0,Үнэ бууруулах,Дунд,33.9,Дунд ашиг,Дунд,4.1,41,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3356,Category_61,Group_13,Brand_148,92649,99990,57093,81530,-11118,-12.0,Үнэ бууруулах,Дунд,38.4,Дунд ашиг,Дунд,3.5,38,11,144 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3357,Category_61,Group_13,Brand_148,171360,189990,104155,150800,-20559,-12.0,Үнэ бууруулах,Дунд,39.1,Дунд ашиг,Дунд,3.2,35,11,163 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3358,Category_61,Group_13,Brand_148,127877,136840,81340,112530,-15347,-12.0,Үнэ бууруулах,Дунд,38.0,Дунд ашиг,Дунд,6.1,43,7,149 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3359,Category_61,Group_13,Brand_148,34766,37990,20560,30590,-4175,-12.0,Үнэ бууруулах,Дунд,41.2,Сайн ашиг,Дунд,13.6,122,9,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_336,Category_61,Group_13,Brand_36,19478,20405,10540,20450,972,5.0,Үнэ нэмэх,Дунд,46.4,Сайн ашиг,Өндөр,352.6,4584,13,"Эрэлт маш өндөр (353 ш/сар), ашиг сайн (46.4%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3360,Category_61,Group_13,Brand_148,30336,32990,17902,26700,-3635,-12.0,Үнэ бууруулах,Дунд,41.6,Сайн ашиг,Дунд,16.3,179,11,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3361,Category_61,Group_13,Brand_148,93478,109990,62631,82260,-11218,-12.0,Үнэ бууруулах,Дунд,33.6,Дунд ашиг,Дунд,5.4,59,11,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3362,Category_61,Group_13,Brand_148,120489,129990,76379,106030,-14458,-12.0,Үнэ бууруулах,Дунд,37.1,Дунд ашиг,Дунд,2.9,23,8,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3363,Category_61,Group_13,Brand_148,111866,119990,48691,98440,-13425,-12.0,Үнэ бууруулах,Дунд,56.5,Сайн ашиг,Дунд,7.1,57,8,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3364,Category_76,Group_10,Brand_6,16696,16990,8784,14690,-2005,-12.0,Үнэ бууруулах,Дунд,47.5,Сайн ашиг,Өндөр,49.8,548,11,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3365,Category_76,Group_10,Brand_6,16718,16955,8694,14710,-2008,-12.0,Үнэ бууруулах,Дунд,48.0,Сайн ашиг,Өндөр,43.2,475,11,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3366,Category_41,Group_6,Brand_44,48567,49990,26097,42740,-5827,-12.0,Үнэ бууруулах,Дунд,46.4,Сайн ашиг,Дунд,6.6,73,11,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3367,Category_42,Group_8,Brand_84,100773,100773,57480,88680,-12093,-12.0,Үнэ бууруулах,Дунд,43.0,Сайн ашиг,Дунд,3.0,3,1,466 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3368,Category_42,Group_9,Brand_62,85473,85473,46996,75220,-10253,-12.0,Үнэ бууруулах,Дунд,45.0,Сайн ашиг,Дунд,2.0,2,1,465 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3369,Category_42,Group_9,Brand_24,88173,88173,35269,82000,-6173,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_337,Category_61,Group_13,Brand_36,13218,13930,6078,11630,-1587,-12.0,Үнэ бууруулах,Дунд,54.4,Сайн ашиг,Дунд,19.3,212,11,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3370,Category_42,Group_9,Brand_91,440883,440883,214077,387980,-52903,-12.0,Үнэ бууруулах,Дунд,51.4,Сайн ашиг,Дунд,2.0,2,1,467 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3371,Category_42,Group_9,Brand_91,323892,323892,154400,301220,-22672,-7.0,Үнэ бууруулах,Дунд,52.3,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (52.3%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3372,Category_42,Group_9,Brand_91,180811,183564,110234,159110,-21700,-12.0,Үнэ бууруулах,Дунд,39.0,Дунд ашиг,Дунд,2.0,2,1,467 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3373,Category_42,Group_9,Brand_91,157473,157473,96676,138580,-18893,-12.0,Үнэ бууруулах,Дунд,38.6,Дунд ашиг,Дунд,2.0,2,1,469 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3374,Category_42,Group_9,Brand_102,87801,89073,44427,77260,-10540,-12.0,Үнэ бууруулах,Дунд,49.4,Сайн ашиг,Дунд,3.5,7,2,415 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3375,Category_42,Group_9,Brand_102,56682,56682,29711,49880,-6802,-12.0,Үнэ бууруулах,Дунд,47.6,Сайн ашиг,Дунд,2.0,2,1,469 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3376,Category_42,Group_9,Brand_102,122364,122364,61962,113800,-8564,-7.0,Үнэ бууруулах,Дунд,49.4,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (49.4%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3377,Category_42,Group_9,Brand_102,90873,90873,45223,84510,-6363,-7.0,Үнэ бууруулах,Дунд,50.2,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (50.2%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3378,Category_42,Group_9,Brand_102,114273,114273,65746,100560,-13713,-12.0,Үнэ бууруулах,Дунд,42.5,Сайн ашиг,Дунд,2.0,2,1,467 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3379,Category_42,Group_9,Brand_102,82773,82773,48961,72840,-9933,-12.0,Үнэ бууруулах,Дунд,40.9,Сайн ашиг,Дунд,4.0,4,1,466 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_338,Category_61,Group_13,Brand_36,19385,20384,10500,20350,965,5.0,Үнэ нэмэх,Дунд,46.3,Сайн ашиг,Өндөр,73.8,960,13,"Эрэлт маш өндөр (74 ш/сар), ашиг сайн (46.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3380,Category_42,Group_9,Brand_91,89982,89982,51169,79180,-10802,-12.0,Үнэ бууруулах,Дунд,43.1,Сайн ашиг,Дунд,5.0,5,1,465 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3381,Category_42,Group_9,Brand_91,144461,152064,74935,127130,-17330,-12.0,Үнэ бууруулах,Дунд,48.1,Сайн ашиг,Дунд,4.0,4,1,466 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3382,Category_42,Group_9,Brand_91,111124,116973,59961,97790,-13334,-12.0,Үнэ бууруулах,Дунд,46.0,Сайн ашиг,Дунд,4.0,4,1,466 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3383,Category_42,Group_9,Brand_91,80982,80982,44498,71260,-9722,-12.0,Үнэ бууруулах,Дунд,45.0,Сайн ашиг,Дунд,2.0,2,1,468 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3384,Category_42,Group_9,Brand_91,114273,114273,67006,106270,-8003,-7.0,Үнэ бууруулах,Дунд,41.4,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (41.4%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3385,Category_42,Group_9,Brand_91,90828,92682,52585,79930,-10898,-12.0,Үнэ бууруулах,Дунд,43.1,Сайн ашиг,Дунд,7.0,7,1,465 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3386,Category_42,Group_9,Brand_27,93064,96273,50974,81900,-11163,-12.0,Үнэ бууруулах,Дунд,45.2,Сайн ашиг,Дунд,3.0,3,1,467 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3388,Category_28,Group_5,Brand_71,26137,26990,12790,27440,1303,5.0,Үнэ нэмэх,Дунд,51.2,Сайн ашиг,Өндөр,58.7,646,11,"Эрэлт маш өндөр (59 ш/сар), ашиг сайн (51.2%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3389,Category_28,Group_5,Brand_71,26182,26982,12847,27490,1308,5.0,Үнэ нэмэх,Дунд,51.0,Сайн ашиг,Өндөр,94.7,1042,11,"Эрэлт маш өндөр (95 ш/сар), ашиг сайн (51.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_339,Category_61,Group_13,Brand_36,26107,27384,14705,27410,1302,5.0,Үнэ нэмэх,Дунд,44.1,Сайн ашиг,Өндөр,171.9,2235,13,"Эрэлт маш өндөр (172 ш/сар), ашиг сайн (44.1%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3390,Category_28,Group_5,Brand_71,76158,79895,39598,67020,-9138,-12.0,Үнэ бууруулах,Дунд,48.1,Сайн ашиг,Дунд,23.5,258,11,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3391,Category_33,Group_20,Brand_32,32544,32990,15656,28640,-3903,-12.0,Үнэ бууруулах,Дунд,52.2,Сайн ашиг,Дунд,10.8,119,11,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3392,Category_33,Group_20,Brand_32,32589,32990,15515,28680,-3908,-12.0,Үнэ бууруулах,Дунд,52.5,Сайн ашиг,Дунд,10.2,112,11,144 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3393,Category_33,Group_20,Brand_32,21014,21407,9402,18490,-2524,-12.0,Үнэ бууруулах,Дунд,55.4,Сайн ашиг,Дунд,7.4,74,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3394,Category_91,Group_21,Brand_124,44133,49990,26191,38840,-5292,-12.0,Үнэ бууруулах,Дунд,40.8,Сайн ашиг,Дунд,9.8,88,9,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3395,Category_91,Group_21,Brand_124,9968,10990,5008,8770,-1197,-12.0,Үнэ бууруулах,Дунд,50.0,Сайн ашиг,Дунд,4.5,45,10,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3396,Category_91,Group_21,Brand_124,10320,10990,5082,9080,-1239,-12.0,Үнэ бууруулах,Дунд,51.2,Сайн ашиг,Дунд,5.3,53,10,145 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3397,Category_91,Group_21,Brand_124,10160,10990,5017,8940,-1219,-12.0,Үнэ бууруулах,Дунд,50.8,Сайн ашиг,Дунд,4.3,39,9,174 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3398,Category_91,Group_21,Brand_124,9972,10990,4995,8780,-1191,-12.0,Үнэ бууруулах,Дунд,50.1,Сайн ашиг,Дунд,6.4,70,11,147 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3399,Category_91,Group_21,Brand_124,10105,10990,4935,8890,-1215,-12.0,Үнэ бууруулах,Дунд,51.0,Сайн ашиг,Дунд,5.7,63,11,142 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_34,Category_8,Group_3,Brand_21,11205,17990,10551,11210,0,0.0,Өөрчлөхгүй,Бага зэрэг,5.8,Бага ашиг,Дунд,2.3,7,3,"Одоогийн үнэ тохиромжтой: 5.8% ашиг, дунд эрэлт"
Item_340,Category_61,Group_13,Brand_36,13902,14554,7750,12230,-1672,-12.0,Үнэ бууруулах,Дунд,44.8,Сайн ашиг,Дунд,21.2,276,13,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3400,Category_91,Group_21,Brand_124,10147,10990,5072,8930,-1216,-12.0,Үнэ бууруулах,Дунд,50.5,Сайн ашиг,Дунд,3.5,28,8,182 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3401,Category_24,Group_9,Brand_64,43705,44990,22003,38460,-5245,-12.0,Үнэ бууруулах,Дунд,49.8,Сайн ашиг,Дунд,16.2,178,11,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3402,Category_11,Group_3,Brand_64,36443,36990,18700,32070,-4372,-12.0,Үнэ бууруулах,Дунд,48.7,Сайн ашиг,Дунд,2.8,25,9,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3403,Category_11,Group_18,Brand_64,36264,36990,19944,31910,-4353,-12.0,Үнэ бууруулах,Дунд,45.0,Сайн ашиг,Дунд,5.9,65,11,150 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3404,Category_49,Group_2,Brand_64,53925,54990,28355,47450,-6474,-12.0,Үнэ бууруулах,Дунд,47.4,Сайн ашиг,Дунд,5.9,65,11,142 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3405,Category_24,Group_9,Brand_91,122546,129990,62138,107840,-14705,-12.0,Үнэ бууруулах,Дунд,49.3,Сайн ашиг,Дунд,10.5,116,11,141 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3406,Category_124,Group_20,Brand_93,17486,17990,8909,15390,-2096,-12.0,Үнэ бууруулах,Дунд,49.1,Сайн ашиг,Өндөр,26.2,288,11,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3407,Category_20,Group_9,Brand_91,58050,59990,25717,60950,2899,5.0,Үнэ нэмэх,Дунд,55.8,Сайн ашиг,Өндөр,255.4,2809,11,"Эрэлт маш өндөр (255 ш/сар), ашиг сайн (55.8%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3408,Category_18,Group_9,Brand_91,72163,74958,35536,75770,3606,5.0,Үнэ нэмэх,Дунд,51.0,Сайн ашиг,Өндөр,208.7,2296,11,"Эрэлт маш өндөр (209 ш/сар), ашиг сайн (51.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3409,Category_18,Group_9,Brand_91,58424,59966,28558,61170,2746,4.7,Үнэ нэмэх,Дунд,51.3,Сайн ашиг,Өндөр,73.2,805,11,"Эрэлт маш өндөр (73 ш/сар), ашиг сайн (51.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_341,Category_61,Group_13,Brand_36,31375,33464,18110,32940,1565,5.0,Үнэ нэмэх,Дунд,42.6,Сайн ашиг,Өндөр,97.8,1271,13,"Эрэлт маш өндөр (98 ш/сар), ашиг сайн (42.6%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3410,Category_7,Group_3,Brand_90,23125,23537,10409,24010,884,3.8,Үнэ нэмэх,Дунд,55.2,Сайн ашиг,Өндөр,61.5,676,11,"Эрэлт маш өндөр (62 ш/сар), ашиг сайн (55.2%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3411,Category_20,Group_9,Brand_91,123432,129870,60002,129600,6168,5.0,Үнэ нэмэх,Дунд,51.6,Сайн ашиг,Өндөр,128.2,1410,11,"Эрэлт маш өндөр (128 ш/сар), ашиг сайн (51.6%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3412,Category_96,Group_10,Brand_16,28585,29990,12740,25150,-3435,-12.0,Үнэ бууруулах,Дунд,56.3,Сайн ашиг,Дунд,4.0,44,11,147 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3413,Category_12,Group_10,Brand_16,49460,49990,21695,43520,-5939,-12.0,Үнэ бууруулах,Дунд,56.3,Сайн ашиг,Дунд,3.4,34,10,142 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3414,Category_12,Group_10,Brand_16,49233,49990,21551,43330,-5903,-12.0,Үнэ бууруулах,Дунд,56.2,Сайн ашиг,Дунд,4.1,37,9,181 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3415,Category_12,Group_10,Brand_16,49437,49990,21729,43500,-5937,-12.0,Үнэ бууруулах,Дунд,56.4,Сайн ашиг,Дунд,9.6,106,11,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3416,Category_76,Group_10,Brand_30,29580,29990,14343,26030,-3550,-12.0,Үнэ бууруулах,Дунд,51.5,Сайн ашиг,Дунд,12.5,137,11,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3417,Category_76,Group_10,Brand_30,29253,29990,14388,25740,-3512,-12.0,Үнэ бууруулах,Дунд,50.8,Сайн ашиг,Дунд,12.9,142,11,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3418,Category_24,Group_9,Brand_30,38991,39987,15974,40790,1798,4.6,Үнэ нэмэх,Дунд,59.1,Сайн ашиг,Өндөр,406.5,4471,11,"Эрэлт маш өндөр (406 ш/сар), ашиг сайн (59.1%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_342,Category_35,Group_10,Brand_2,22990,22990,9196,21380,-1610,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3420,Category_45,Group_27,Brand_186,49775,50000,19909,43800,-5974,-12.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Дунд,9.8,78,8,218 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3420,Category_45,Group_27,Brand_187,49808,50000,19923,43830,-5977,-12.0,Үнэ бууруулах,Дунд,91.4,Сайн ашиг,Дунд,13.5,54,4,156 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3421,Category_45,Group_27,Brand_186,99877,100000,39950,87890,-11986,-12.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Дунд,8.9,89,10,197 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3421,Category_45,Group_27,Brand_187,99271,100000,39708,87360,-11910,-12.0,Үнэ бууруулах,Дунд,91.6,Сайн ашиг,Дунд,17.0,68,4,156 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3422,Category_45,Group_27,Brand_186,199444,200000,79777,175510,-23934,-12.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Дунд,2.7,19,7,199 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3422,Category_45,Group_27,Brand_187,200000,200000,80000,176000,-24000,-12.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Дунд,3.0,12,4,162 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3423,Category_45,Group_27,Brand_186,300000,300000,120000,279000,-21000,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.7,5,3,"Эрэлт бага (1.7 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3423,Category_45,Group_27,Brand_187,300000,300000,120000,279000,-21000,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,2,2,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3424,Category_94,Group_17,Brand_143,34993,34993,13997,30790,-4203,-12.0,Үнэ бууруулах,Дунд,67.9,Сайн ашиг,Дунд,17.2,86,5,331 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3425,Category_94,Group_1,Brand_143,24981,24995,22679,24980,0,0.0,Өөрчлөхгүй,Бага зэрэг,9.2,Бага ашиг,Дунд,15.2,76,5,"Одоогийн үнэ тохиромжтой: 9.2% ашиг, дунд эрэлт"
Item_3426,Category_94,Group_17,Brand_143,62993,62993,68720,75590,12597,20.0,Үнэ нэмэх,Яаралтай,-9.1,Алдагдалтай,Дунд,3.0,3,1,"Алдагдалтай зарагдаж байна (-9.1%) | Өртөгт суурилсан доод үнэ: 79,028₮ | ⚠️ Өртгийн доод хязгаар хэрэгжлээ: 68,720₮"
Item_3427,Category_94,Group_17,Brand_143,44995,44995,33308,39600,-5394,-12.0,Үнэ бууруулах,Дунд,26.0,Дунд ашиг,Дунд,9.3,84,9,192 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3428,Category_79,Group_18,Brand_138,13000,13000,9922,11440,-1560,-12.0,Үнэ бууруулах,Дунд,23.7,Дунд ашиг,Дунд,2.8,14,5,141 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3429,Category_42,Group_18,Brand_64,30990,30990,15987,31610,620,2.0,Үнэ нэмэх,Дунд,48.4,Сайн ашиг,Өндөр,52.0,52,1,"Эрэлт маш өндөр (52 ш/сар), ашиг сайн (48.4%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_343,Category_18,Group_9,Brand_29,21262,22990,11364,18710,-2551,-12.0,Үнэ бууруулах,Дунд,47.9,Сайн ашиг,Өндөр,33.2,431,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3430,Category_142,Group_1,Brand_75,7350,7350,2940,6470,-880,-12.0,Үнэ бууруулах,Дунд,66.1,Сайн ашиг,Дунд,16.5,33,2,165 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3431,Category_141,Group_1,Brand_75,7350,7350,5902,7350,0,0.0,Өөрчлөхгүй,Бага зэрэг,19.7,Бага ашиг,Дунд,2.0,2,1,"Одоогийн үнэ тохиромжтой: 19.7% ашиг, дунд эрэлт"
Item_3431,Category_142,Group_1,Brand_75,7350,7350,5624,6470,-880,-12.0,Үнэ бууруулах,Дунд,23.5,Дунд ашиг,Бага,1.0,1,1,229 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3432,Category_21,Group_9,Brand_129,48562,49990,19928,42730,-5831,-12.0,Үнэ бууруулах,Дунд,60.3,Сайн ашиг,Дунд,2.0,8,4,197 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3433,Category_11,Group_3,Brand_183,37673,37990,27377,33150,-4523,-12.0,Үнэ бууруулах,Дунд,27.3,Дунд ашиг,Бага,1.5,6,4,183 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3434,Category_11,Group_3,Brand_183,37582,37755,21245,34950,-2631,-7.0,Үнэ бууруулах,Дунд,43.5,Сайн ашиг,Бага,1.8,11,6,"Эрэлт бага (1.8 ш/сар), ашиг бууруулахыг зөвшөөрнө (43.5%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3435,Category_11,Group_3,Brand_183,37827,37990,27223,33290,-4537,-12.0,Үнэ бууруулах,Дунд,28.0,Дунд ашиг,Дунд,2.3,7,3,302 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
